Position,Artist Name,Song Name,Days,Peak Position,Total Streams
538,Conan Gray ,Maniac,382,66,98117699
539,Major Lazer ,Light It Up,322,16,98079211
540,Blueface ,Thotiana,175,6,98052157
541,Bad Bunny ,Party,192,7,97935403
542,Drake ,Rich Flex,55,1,97928728
543,YBN Nahmir ,Bounce Out With That,316,27,97885440
544,Bruno Mars ,Finesse  Remix; feat. Cardi B,181,2,97451275
545,Kane Brown ,Be Like That,302,24,97216562
546,Ariana Grande ,breathin,203,4,97210521
547,Cage The Elephant ,Cigarette Daydreams,418,108,97198449
548,Jawsh 685 ,Savage Love (Laxed  Sired Beat),204,7,97044129
549,Chuck Berry ,Run Rudolph Run  Single Version,228,13,96924483
550,G Herbo ,PTSD,317,29,96878801
551,FRENSHIP ,Capsize,282,21,96799483
552,Band Aid ,Do They Know It's Christmas?  1984 Version,204,7,96606504
553,Juice WRLD ,Hate The Other Side,247,4,96515557
554,Nicki Minaj ,Super Freaky Girl,137,2,96391022
555,Kanye West ,Flashing Lights,338,48,96363563
556,The Weeknd ,Often,585,7,95876024
557,Young Thug ,Hot,191,8,95787556
558,Lady Gaga ,Rain On Me,209,1,95611004
559,Kane Brown ,Heaven,351,51,95521001
560,Lil Mosey ,Stuck In A Dream,241,6,95475910
561,Eslabon Armado ,Jugaste y Sufrí,278,22,95201278
562,DaBaby ,TOES,238,8,94674586
563,Sam Smith ,How Do You Sleep?,181,10,94468000
564,Machine Gun Kelly ,Bad Things  With Camila Cabello,210,7,94454737
565,Future ,PUFFIN ON ZOOTIEZ,225,4,94325787
566,Future ,Fine China,213,2,94225744
567,Kevin Gates ,2 Phones,337,15,94221975
568,Sia ,Chandelier,589,4,94195494
569,Don Toliver ,No Idea,246,17,93790452
570,Drake ,What’s Next,189,1,93677191
571,Playboi Carti ,wokeuplikethis*,325,52,93644916
572,Bad Bunny ,Después de la Playa,177,3,93328473
573,Kane Brown ,What Ifs,381,45,93232207
574,Selena Gomez ,Back To You,234,15,93219297
575,Pop Smoke ,The Woo,215,3,93098286
576,Luis Fonsi ,Despacito (Featuring Daddy Yankee),261,13,93020729
577,Journey ,Don't Stop Believin',419,82,93020470
578,Drake ,Energy,458,1,92386459
579,Migos ,Narcos,228,2,92278196
580,Bazzi ,Paradise,251,18,92269595
581,Marshmello ,One Thing Right,238,14,91972872
582,Lil Skies ,i,282,13,91934808
583,Billie Eilish ,i love you,315,14,91793788
584,Kodak Black ,Codeine Dreaming,218,10,91629494
585,Gunna ,pushin P,156,2,91543896
586,Drake ,Chicago Freestyle,245,4,91252372
587,"Tyler, The Creator ",NEW MAGIC WAND,305,5,91144161
588,Gunna ,DOLLAZ ON MY HEAD,230,10,91048768
589,The Weeknd ,Party Monster,221,2,90931727
590,Luke Combs ,Hurricane,417,77,90807884
591,Selena Gomez ,Good For You,309,5,89918074
592,Fetty Wap ,Again,344,9,89804385
593,Alessia Cara ,Here,323,8,89798695
594,Taylor Swift ,Look What You Made Me Do,163,1,89718682
595,The Weeknd ,Pray For Me,148,3,89699614
596,Young Thug ,Relationship,327,53,89108978
597,JVKE ,golden hour,128,9,89077530
598,Lizzo ,Good As Hell,204,19,88713657
599,KAROL G ,PROVENZA,210,11,88539867
600,Lil Baby ,"Never Recover (Lil Baby & Gunna, Drake)",179,1,88382182
601,Alessia Cara ,Scars To Your Beautiful,264,24,88330659
602,Luke Combs ,The Kind of Love We Make,193,9,88164187
603,Harry Styles ,Lights Up,205,2,87724368
604,Drake ,Gyalchester,215,3,87719286
605,Bad Bunny ,Callaita,255,37,87611768
606,Dua Lipa ,IDGAF,227,20,87357163
607,Zara Larsson ,Lush Life,322,24,87351222
608,J. Cole ,Work Out,346,96,86907626
609,Rich Homie Quan ,"Flex (Ooh, Ooh, Ooh)",441,11,86829715
610,Dove Cameron ,Boyfriend,236,10,86719217
611,G,Eazy  Him & I,156,3,86593035
612,Maroon 5 ,Don't Wanna Know,188,6,86541563
613,Tiësto ,Jackie Chan,198,18,86521189
614,Kent Jones ,Don't Mind,197,7,86485934
615,Ed Sheeran ,Castle on the Hill,236,2,86482770
616,BENEE ,Supalonely,176,18,86449441
617,Bailey Zimmerman ,Rock and A Hard Place,201,22,86200828
618,Drake ,Know Yourself,419,5,85852793
619,French Montana ,No Stylist,201,14,85747254
620,SZA ,I Hate U,175,1,85718549
621,Calvin Harris ,One Kiss,176,17,85666961
622,Future ,Where Ya At,447,24,85639079
623,Adele ,Send My Love (To Your New Lover),267,13,85569483
624,Childish Gambino ,Me and Your Mama,271,14,85544703
625,BROCKHAMPTON ,SUGAR,224,21,85393131
626,Camila Cabello ,My Oh My,171,10,85344666
627,Kanye West ,Famous,322,2,85209688
628,Starley ,Call On Me  Ryan Riback Extended Remix,227,21,85119903
629,Lauv ,i'm so tired...,205,22,84670678
630,Ellie Goulding ,Close To Me,242,30,84655009
631,XXXTENTACION ,BAD!,147,2,84596862
632,NAV ,Wanted You,236,23,84451429
633,YoungBoy Never Broke Again ,Make No Sense,228,25,84397980
634,6LACK ,PRBLMS,389,93,84279473
635,Juice WRLD ,Smile,196,2,84269938
636,AJR ,Bang!,298,36,84042339
637,Calvin Harris ,Feels,153,9,83941364
638,Kendrick Lamar ,ELEMENT.,188,3,83917996
639,Lil Baby ,Pure Cocaine,247,21,83580799
640,Shawn Mendes ,Mercy,259,23,83334888
641,Travis Scott ,beibs in the trap,375,95,83265953
642,Ariana Grande ,Dangerous Woman,241,7,83265541
643,Taylor Swift ,Lavender Haze,68,2,83226296
644,YG ,Go Loko,182,14,82520209
645,Flume ,Say It,269,22,82337429
646,Jessie J ,Bang Bang,461,2,82251994
647,Bruno Mars ,Smokin Out The Window,167,1,82228168
648,Selena Gomez ,Hands To Myself,260,6,82204948
649,Latto ,Big Energy,263,38,82202983
650,Lil Uzi Vert ,Myron,195,1,81140683
651,Ellie Goulding ,Love Me Like You Do,347,1,81076476
652,The Chainsmokers ,This Feeling,251,21,80978407
653,Post Malone ,Stay,179,4,80957121
654,Rihanna ,Love On The Brain,335,35,80925444
655,Kevin Gates ,Really Really,381,35,80866635
656,Future ,F*ck Up Some Commas,549,42,80812830
657,J. Cole ,KOD,160,1,80773017
658,Imagine Dragons ,Natural,216,21,80538052
659,Megan Thee Stallion ,Body,187,10,80338969
660,Eminem ,Lose Yourself,554,9,80284666
661,Chief Keef ,Love Sosa,318,41,80223782
662,Ayo & Teo ,Rolex,271,31,80064354
663,YBN Nahmir ,Rubbin Off The Paint,263,47,79621979
664,Taylor Swift ,Midnight Rain,68,3,79514355
665,Tee Grizzley ,First Day Out,336,67,79440420
666,Daya ,Hide Away,305,14,79375110
667,Bad Bunny ,Neverita,213,13,79303751
668,Lil Baby ,Sum 2 Prove,225,16,79172412
669,Pop Smoke ,Hello,257,29,79167125
670,Big Sean ,Moves,243,8,79110320
671,Ruth B. ,Dandelions,290,66,79089363
672,Rich The Kid ,Splashin,183,21,79057026
673,Dua Lipa ,Break My Heart,190,7,78970082
674,Luke Combs ,Beer Never Broke My Heart,296,32,78948456
675,Jessica Darrow ,Surface Pressure,136,3,78691499
676,XXXTENTACION ,Arms Around You,154,2,78640068
677,21 Savage ,Runnin,203,1,78639389
678,Kesha ,Praying,236,15,78594034
679,Post Malone ,Paranoid,137,1,78582762
680,Kanye West ,Praise God,213,6,78568531
681,J. Cole ,Neighbors,294,3,77926846
682,Gabby Barrett ,I Hope,313,69,77883408
683,Fall Out Boy ,Centuries,497,9,77847863
684,Becky G ,MAMIII,216,9,77685438
685,Ariana Grande ,Stuck with U,196,1,77527054
686,OMI ,Cheerleader (Felix Jaehn Remix),268,2,77317485
687,KYLE ,Playinwitme,186,21,76991101
688,Kanye West ,All Mine,137,1,76972755
689,Maroon 5 ,Beautiful Mistakes,190,27,76939291
690,Lil Uzi Vert ,Sauce It Up,238,6,76926735
691,Alessia Cara ,How Far I'll Go,250,18,76752001
692,Drake ,Still Here,279,15,76042372
693,Megan Thee Stallion ,Thot Shit,155,10,75741224
694,Lil Uzi Vert ,P2,148,2,75685447
695,Rae Sremmurd ,No Type,522,11,75658607
696,Jason Derulo ,Want to Want Me,347,4,75507123
697,Travis Scott ,Goosebumps  Remix,217,32,75462580
698,David Guetta ,I'm Good (Blue),124,8,75294822
699,Drake ,Girls Want Girls,136,1,75092582
700,Jason Derulo ,Swalla,209,32,75063678
701,Eartha Kitt ,Santa Baby,189,22,75057398
702,Alessia Cara ,Wild Things,230,20,75034774
703,Nick Jonas ,Close,182,13,75001886
704,Bad Bunny ,Tarot,172,10,74979912
705,The Chainsmokers ,All We Know,178,7,74922652
706,Drake ,Big Rings,305,13,74818115
707,Gucci Mane ,Both,282,35,74752496
708,Thomas Rhett ,Die A Happy Man,425,34,74721719
709,J. Cole ,m y . l i f e,173,1,74605156
710,Drake ,Legend,439,4,74560528
711,Lil Uzi Vert ,New Patek,161,1,74465767
712,Flo Rida ,GDFR,338,4,74323833
713,Logic ,Everyday,185,4,74094592
714,Marc E. Bassy ,You & Me,214,16,74019535
715,Billie Eilish ,bellyache,257,39,73988829
716,The Rare Occasions ,Notion,240,33,73881354
717,Darlene Love ,Christmas (Baby Please Come Home),127,14,73684954
718,Polo G ,Flex,194,18,73669856
719,Young M.A ,OOOUUU,218,14,73663117
720,Justin Bieber ,Lonely,181,6,73289055
721,Selena Gomez ,Same Old Love,226,9,73255863
722,G,Eazy  I Mean It,551,58,73181646
723,Jonas Blue ,Fast Car,218,24,72978752
724,Chance the Rapper ,Hot Shower,193,6,72612798
725,Lil Baby ,On Me,200,26,72577214
726,Post Malone ,SaintTropez,111,2,72506541
727,Taylor Swift ,Maroon,67,3,72491704
728,Timeflies ,Once In a While,242,35,72312385
729,DJ Khaled ,No Brainer,118,3,72279841
730,Kygo ,Stay,252,19,72139250
731,Lil Uzi Vert ,That Way  Bonus Track,173,3,72092494
732,Clean Bandit ,Rockabye,242,26,71984836
733,Drake ,0 To 100 / The Catch Up,512,17,71827840
734,Mykola Dmytrovych Leontovych ,Carol of the Bells,195,16,71706814
735,Post Malone ,Rich & Sad,144,5,71663340
736,Morgan Wallen ,Thought You Should Know,230,14,71563009
737,Jon Bellion ,All Time Low,206,16,71474224
738,Lil Uzi Vert ,Futsal Shuffle 2020,86,1,71462560
739,Drake ,Don’t Matter To Me,101,2,71300622
740,Drake ,Mob Ties,133,5,71016033
741,Drake ,Sneakin’,165,4,71004017
742,Troye Sivan ,YOUTH,249,18,70909568
743,Baby Keem ,ORANGE SODA,240,52,70880266
744,AJR ,Weak,254,26,70880026
745,Kanye West ,Hurricane,123,1,70820755
746,Rauw Alejandro ,Todo De Ti,161,14,70548618
747,A Boogie Wit da Hoodie ,Startender,154,15,70472180
748,Macklemore ,Glorious,176,19,70465882
749,Kodak Black ,No Flockin,366,64,70434887
750,Young Thug ,Bad Bad Bad,154,7,70324546
751,J. Cole ,Deja Vu,166,1,70162237
752,Juice WRLD ,Conversations,132,1,70155691
753,Beyoncé ,CUFF IT,152,6,70035649
754,Ariana Grande ,imagine,125,2,69998700
755,Thomas Rhett ,Unforgettable,268,35,69984146
756,Khalid ,Saved,352,107,69815909
757,Camila Cabello ,Bam Bam,188,15,69714662
758,Nardo Wick ,Who Want Smoke??,197,19,69700770
759,PnB Rock ,Selfish,307,4,69647971
760,Lil Tecca ,Ransom,188,18,69645813
761,The Weeknd ,Stargirl Interlude,209,22,69531121
762,Robin Schulz ,Sugar,304,27,69518913
763,City Girls ,Act Up,236,61,69423378
764,Kendrick Lamar ,N95,137,1,69261483
765,DJ Khaled ,EVERY CHANCE I GET,187,18,69197219
766,James Bay ,Let It Go,389,53,69021629
767,Taylor Swift ,Karma,67,4,68987192
768,YNW Melly ,Suicidal (Remix),197,21,68953277
769,Metro Boomin ,10 Freaky Girls,159,7,68910633
770,Yung Gravy ,Betty (Get Money),149,15,68763185
771,Lil Nas X ,HOLIDAY,164,11,68601292
772,MadeinTYO ,Uber Everywhere,294,32,68560327
773,Taylor Swift ,cardigan,152,1,68550662
774,Fetty Wap ,My Way,293,10,68534872
775,Neon Trees ,Everybody Talks,304,114,68460789
776,Taylor Swift ,"You're On Your Own, Kid",67,5,68091952
777,Ariana Grande ,boyfriend,120,1,68075759
778,Mustard ,Baguettes in the Face,182,32,68006179
779,Ella Mai ,Boo'd Up,192,24,67988376
780,WILLOW ,t r a n s p a r e n t s o u l feat. Travis Barker,179,19,67979967
781,Beyoncé ,07th November,455,9,67910109
782,Trippie Redd ,Topanga,161,10,67871555
783,Post Malone ,Spoil My Night,120,3,67636137
784,Tay,K  The Race,221,33,67561106
785,Clairo ,Sofia,215,25,67460841
786,Taylor Swift ,Lover,129,1,67263883
787,Halsey ,You should be sad,133,10,67248866
788,Meghan Trainor ,All About That Bass,291,1,67151753
789,Rihanna ,Bitch Better Have My Money,362,6,67108696
790,Justin Bieber ,Yummy,118,2,66838785
791,Megan Thee Stallion ,Cash Shit,228,56,66804083
792,Megan Thee Stallion ,Savage,147,8,66785378
793,Future ,Selfish,159,21,66567231
794,Taylor Swift ,Snow On The Beach,66,3,66545287
795,One Direction ,Drag Me Down,234,1,66521288
796,Lil Tecca ,Did It Again,164,18,66171892
797,Ellie Goulding ,On My Mind,204,8,66115839
798,Justin Bieber ,Hold On,145,3,66083944
799,Old Dominion ,One Man Band,248,63,66055536
800,Morgan Wallen ,Somebody’s Problem,170,2,65697045
801,Justin Bieber ,Anyone,145,1,65472657
802,Nicki Minaj ,Only,404,5,65470534
803,2 Chainz ,4:00 AM,195,19,65418520
804,Ella Mai ,Trip,196,35,65368178
805,Chris Brown ,Under The Influence,142,21,65353666
806,Florida Georgia Line ,H.O.L.Y.,304,48,64970810
807,J. Cole ,p r i d e . i s . t h e . d e v i l,157,2,64787724
808,The Weeknd ,In Your Eyes,150,3,64759227
809,Kodak Black ,Transportin',209,30,64739053
810,Bazzi ,I.F.L.Y.,202,26,64730494
811,Taylor Swift ,Bejeweled,67,8,64685828
812,Brett Young ,In Case You Didn't Know,316,94,64657606
813,Taylor Swift ,willow,135,1,64646281
814,NLE Choppa ,Shotta Flow (Feat. Blueface) [Remix],154,18,64529726
815,Coldplay ,Hymn for the Weekend  Seeb Remix,201,28,64502923
816,Bad Bunny ,LA NOCHE DE ANOCHE,208,5,64450937
817,ZAYN ,Dusk Till Dawn,158,15,64438774
818,Jason Aldean ,You Make It Easy,241,70,64374823
819,Polo G ,Go Stupid,171,22,64303528
820,Lil Yachty ,One Night,298,39,64228675
821,Loud Luxury ,Body,179,22,64219434
822,Marshmello ,Be Kind,172,13,64216454
823,Halsey ,Graveyard,155,12,64202847
824,Omarion ,Post to Be,341,16,64187302
825,Lil Uzi Vert ,Just Wanna Rock,73,5,64099524
826,Bad Bunny ,La Corriente,172,14,63877667
827,Cheat Codes ,No Promises,230,50,63729152
828,SZA ,The Weekend,265,75,63699242
829,The Weeknd ,I Was Never There,185,5,63562499
830,Cardi B ,Be Careful,135,9,63512782
831,Drake ,Summer Sixteen,225,9,63425374
832,BTS ,Butter,121,10,63425107
833,David Guetta ,2U,121,8,63383451
834,Quavo ,WORKIN ME,168,27,63244762
835,The Lumineers ,Ophelia,370,43,63226678
836,Maroon 5 ,Animals,323,2,62902009
837,Kodak Black ,Calling My Spirit,161,27,62881019
838,Daya ,"Sit Still, Look Pretty",262,53,62564123
839,J. Cole ,G.O.M.D.,548,20,62257754
840,Tears For Fears ,Everybody Wants To Rule The World,193,44,62256647
841,Taylor Swift ,Delicate,198,20,62239023
842,Cole Swindell ,She Had Me At Heads Carolina,179,33,62230449
843,The Jackson 5 ,Santa Claus Is Coming To Town,132,16,62212319
844,Dean Martin ,"Baby, It's Cold Outside",160,27,62187665
845,Young Thug ,Hot (Remix),129,6,62164819
846,Bad Bunny ,Vete,166,5,62061796
847,24kGoldn ,VALENTINO,183,41,61991694
848,Marshmello ,Here With Me,158,15,61927000
849,Yeat ,Monëy so big,180,25,61764389
850,Kehlani ,Nights Like This,156,19,61626885
851,Mariah Carey ,Christmas (Baby Please Come Home),152,31,61505577
852,Thomas Rhett ,Marry Me,212,52,61358111
853,Logic ,Homicide,120,1,61353496
854,The Beach Boys ,Little Saint Nick  1991 Remix,142,16,61339064
855,YK Osiris ,Worth It,221,68,61209429
856,CKay ,love nwantiti (ah ah ah),188,27,61186051
857,DJ Khaled ,For Free,183,15,61140237
858,DaBaby ,Goin Baby,214,59,61101678
859,Trippie Redd ,Taking A Walk,170,6,61035074
860,21 Savage ,Mr. Right Now,147,2,61032599
861,NAV ,Tap,191,46,61001749
862,Lizzo ,Juice,195,57,60823106
863,Taylor Swift ,exile,133,2,60795539
864,Calvin Harris ,Rollin,138,14,60647021
865,Snakehips ,All My Friends,258,36,60593190
866,Clean Bandit ,Rather Be,393,11,60562179
867,Harry Styles ,Matilda,142,3,60459436
868,Bryson Tiller ,Sorry Not Sorry,359,46,60434896
869,Bad Bunny ,Un Ratito,154,9,60425066
870,Surf Mesa ,ily,186,46,60238195
871,Selena Gomez ,Bad Liar,133,7,60028652
872,Tory Lanez ,LUV,196,14,60001746
873,Bruno Mars ,Talking to the Moon,242,56,59926571
874,Elley Duhé ,MIDDLE OF THE NIGHT,180,32,59878312
875,Joel Adams ,Please Don't Go,182,29,59849309
876,Nat King Cole ,Joy To The World,157,28,59827161
877,Charlie Puth ,Light Switch,180,6,59716970
878,The Weeknd ,Reminder,245,9,59620662
879,Calvin Harris ,How Deep Is Your Love,271,19,59463594
880,Nirvana ,Smells Like Teen Spirit  Remastered,247,116,59317872
881,Fifth Harmony ,Worth It,300,13,59256843
882,Queen ,Don't Stop Me Now  Remastered,242,60,59228501
883,Desiigner ,Tiimmy Turner,189,20,59015382
884,Kodak Black ,Too Many Years,273,61,59001162
885,Rihanna ,FourFiveSeconds,353,4,58968144
886,Drake ,Childs Play,239,22,58873542
887,Ed Sheeran ,Galway Girl,169,2,58839949
888,Ski Mask The Slump God ,Nuketown,147,13,58800265
889,Beyoncé ,BREAK MY SOUL,115,2,58766150
890,The Weeknd ,Acquainted,407,13,58655818
891,Lil Tjay ,Headshot,147,17,58609240
892,Olivia Rodrigo ,enough for you,105,5,58572337
893,Meghan Trainor ,Like I'm Gonna Lose You,297,17,58460209
894,Cardi B ,Please Me,131,10,58439781
895,Martin Garrix ,Scared to Be Lonely,153,17,58399197
896,Noah Kahan ,Stick Season,168,33,58383443
897,Silentó ,Watch Me (Whip / Nae Nae),242,8,58353609
898,21 Savage ,Ghostface Killers,142,2,58263736
899,XXXTENTACION ,whoa (mind in awe),114,1,58262282
900,Lil Baby ,The Bigger Picture,130,3,58137365
901,Eminem ,River,121,2,58089002
902,Rod Wave ,Heart On Ice,211,48,58076050
903,The Kid LAROI ,SO DONE,158,12,58029449
904,Juice WRLD ,Black & White,242,24,58028285
905,Trey Songz ,Slow Motion,367,16,58002051
906,Rae Sremmurd ,Come Get Her,379,34,57995873
907,Rae Sremmurd ,This Could Be Us,339,20,57990446
908,Logic ,Everybody,212,17,57990129
909,Post Malone ,Cooped Up,108,4,57988999
910,Lil Uzi Vert ,Erase Your Social,268,52,57980501
911,Alec Benjamin ,Let Me Down Slowly,161,33,57970760
912,Harry Styles ,Music For a Sushi Restaurant,114,3,57916775
913,Twenty One Pilots ,Tear in My Heart,477,53,57900229
914,Dennis Lloyd ,Nevermind,177,31,57848143
915,Miley Cyrus ,Malibu,144,7,57775138
916,Fifth Harmony ,All In My Head (Flex),160,23,57664256
917,Taylor Swift ,ME!,158,19,57391669
918,Ariana Grande ,Love Me Harder,278,2,57285175
919,Shawn Mendes ,In My Blood,141,5,57174877
920,Tainy ,Lo Siento BB:/,199,9,57135915
921,Harry Styles ,Golden,201,6,57121273
922,The Weeknd ,After Hours,102,2,57062099
923,Social House ,Magic In The Hamptons,220,76,57010632
924,Hailee Steinfeld ,Most Girls,209,51,56922479
925,Pop Smoke ,Got It On Me,144,14,56866811
926,KAROL G ,Tusa,159,34,56824409
927,ERNEST ,Flower Shops,214,34,56799282
928,Taylor Swift ,...Ready For It?,144,1,56613807
929,Lil Baby ,Freestyle,195,51,56582499
930,R. City ,Locked Away,220,8,56578381
931,NLE Choppa ,Shotta Flow,172,43,56536653
932,Lil Wayne ,Uproar,134,3,56468238
933,GoldLink ,Crew,263,103,56458549
934,The Weeknd ,In The Night,230,17,56444533
935,Marshmello ,Leave Before You Love Me,170,43,56427745
936,Sam Smith ,I'm Not The Only One,167,2,56402815
937,Lil Wayne ,Mona Lisa,85,1,56354529
938,Taylor Swift ,Vigilante Shit,56,7,56313777
939,Steve Lacy ,Static,131,22,56250712
940,Meek Mill ,All Eyes on You,258,11,56247567
941,Harry Styles ,Sign of the Times,141,17,56208852
942,Hailee Steinfeld ,Love Myself,227,14,56086741
943,Kanye West ,Waves,252,14,55997889
944,Shawn Mendes ,I Know What You Did Last Summer,178,12,55906852
945,Young Stoner Life ,Solid,131,3,55875922
946,Charlie Puth ,How Long,163,36,55860013
947,Post Malone ,Hollywood's Bleeding,102,4,55584164
948,6ix9ine ,KIKA,123,2,55520510
949,Future ,Wicked,218,32,55381955
950,NAV ,Myself,265,90,55379514
951,John Legend ,All of Me,478,28,55369178
952,Cigarettes After Sex ,Apocalypse,170,42,55292647
953,Megan Thee Stallion ,Sweetest Pie,169,2,55276845
954,Daddy Yankee ,Con Calma,175,43,55166149
955,Topic ,Breaking Me,176,46,55109344
956,DaBaby ,Baby Sitter,182,55,55095664
957,Katy Perry ,Never Really Over,126,10,55067804
958,Roddy Ricch ,Start Wit Me,148,41,55018380
959,Saweetie ,My Type,175,43,55014809
960,Tate McRae ,she's all i wanna be,163,10,54992060
961,Tove Lo ,Talking Body,260,8,54890193
962,Quavo ,HOTEL LOBBY (Unc & Phew),164,41,54850356
963,Aminé ,REEL IT IN,160,37,54739294
964,DJ Khaled ,GREECE,127,9,54717916
965,Taylor Swift ,august,146,6,54625767
966,Ariana Grande ,pov,119,6,54533829
967,Mike Perry ,The Ocean,166,35,54469375
968,Megan Thee Stallion ,Girls in the Hood,182,23,54466651
969,Baby Keem ,HONEST,151,30,54102820
970,Alan Walker ,Faded,245,38,54100218
971,DDG ,Moonwalking in Calabasas,177,36,54093363
972,J. Cole ,She Knows,218,69,54059288
973,Vundabar ,Alien Blues,172,27,54041374
974,Billie Eilish ,all the good girls go to hell,151,3,53993006
975,Coldplay ,My Universe,165,8,53947652
976,6ix9ine ,GOOBA,112,3,53917148
977,Childish Gambino ,3005,547,37,53853351
978,Tee Grizzley ,From The D To The A,267,93,53814866
979,Ariana Grande ,NASA,102,3,53660003
980,Post Malone ,Motley Crew,115,3,53597602
981,Bebe Rexha ,I'm a Mess,203,63,53309228
982,The Chainsmokers ,Who Do You Love,160,28,53239474
983,SZA ,Shirt,62,8,53203148
984,Maren Morris ,The Bones,187,51,53108609
985,Drake ,10 Bands,329,5,52875134
986,Tory Lanez ,Say It,283,33,52744672
987,Jack Harlow ,Nail Tech,110,2,52488297
988,Juice WRLD ,Life's A Mess,114,3,52474709
989,6ix9ine ,GUMMO,174,48,52433571
